Player,Pos,Class,School,Conference,Year,Passing,Rushing,Receiving,Total
Joseph Yearby,RB,FR,Miami (FL),ACC,2014,,1.998946841,0.589165406,2.588112247
Jeremy Smith,RB,JR,Oklahoma State,Big 12,2012,,2.352048429,0.235896501,2.58794493
Cierre Wood,RB,SR,Notre Dame,Independent,2012,,2.485492315,0.102416595,2.58790891
Vavae Malepeai,RB,JR,USC,Pac-12,2019,,2.234013977,0.353733215,2.587747192
Akeem Judd,RB,JR,Ole Miss,SEC,2015,,2.242524179,0.344831287,2.587355466
Penny Hart,WR,SO,Georgia State,Sun Belt,2017,,0.051493396,2.535649549,2.587142945
Chase Price,RB,JR,San Diego State,Mountain West,2014,,2.0528779,0.534182008,2.587059908
Josh Rosen,QB,SO,UCLA,Pac-12,2016,2.798467187,-0.212055486,,2.586411701
David Washington,QB,JR,Old Dominion,CUSA,2015,1.920556768,0.405415628,0.259954145,2.585926541
Herb Waters,WR,SO,Miami (FL),ACC,2013,,0.278238263,2.307275735,2.585513998
Ricky Seals-Jones,WR,FR,Texas A&M,SEC,2014,,,2.584606343,2.584606343
Hunter Bryant,TE,FR,Washington,Pac-12,2017,,,2.58396814,2.58396814
Kawaan Baker,WR,SO,South Alabama,Sun Belt,2018,,0.746570254,1.836394773,2.582965027
Jordan La Secla,QB,SR,San Jose State,WAC,2010,2.598805888,-0.017121272,,2.581684616
Jaylen Dixon,WR,SO,Utah,Pac-12,2019,,0.535034247,2.045782398,2.580816645
Brad Smelley,TE,SR,Alabama,SEC,2011,,0.005821243,2.574980256,2.580801499
Ryan Luehrman,TE,JR,Ohio,MAC,2019,,,2.580776147,2.580776147
Sage Surratt,WR,FR,Wake Forest,ACC,2018,,,2.58018807,2.58018807
Kalija Lipscomb,WR,SO,Vanderbilt,SEC,2017,,0.060455516,2.519613913,2.580069429
Clive Walford,TE,JR,Miami (FL),ACC,2013,,,2.58005711,2.58005711
Eli Rogers,WR,SO,Louisville,Big East,2012,,,2.579705538,2.579705538
Chase Garbers,QB,FR,California,Pac-12,2018,1.712575604,0.866918025,,2.579493629
Mike Ball,RB,JR,Nevada,WAC,2011,,2.402863338,0.176020151,2.578883489
Shannon Brooks,RB,FR,Minnesota,Big Ten,2015,0.06073468,1.954146698,0.563482862,2.57836424
Reggie Roberson Jr.,WR,SO,SMU,American,2018,,0.037680137,2.540582964,2.578263101
James Proche,WR,FR,SMU,American,2016,0.00306135,0.041554154,2.532247041,2.576862545
Tonny Lindsey,RB,JR,Utah State,Mountain West,2016,,2.130600307,0.446223291,2.576823598
Johnston White,RB,SR,Arkansas State,Sun Belt,2017,,1.886538457,0.690085805,2.576624262
Eli Rogers,WR,SR,Louisville,ACC,2014,,,2.576388549,2.576388549
Anthone Taylor,RB,SR,Buffalo,MAC,2015,,2.250911403,0.325210813,2.576122216
Lacoltan Bester,WR,SR,Oklahoma,Big 12,2013,0.123207601,0.152544064,2.299875216,2.575626881
Jaquez Johnson,QB,SR,FAU,CUSA,2015,1.928756495,0.645771469,,2.574527964
Steven Williams,QB,FR,Old Dominion,CUSA,2017,1.969956279,0.604358555,,2.574314834
Salvon Ahmed,RB,SO,Washington,Pac-12,2018,,1.900816068,0.672672059,2.573488127
Devin Funchess,WR,JR,Michigan,Big Ten,2014,,-0.029768608,2.602979015,2.573210407
Andrew McNulty,QB,JR,North Texas,CUSA,2014,2.394755126,0.177839654,,2.57259478
Briggs Orsbon,WR,SR,Ball State,MAC,2011,0.058542547,0.050448868,2.462581375,2.57157279
Qua Searcy,RB,SO,Georgia Tech,ACC,2016,,1.219751284,1.351494487,2.571245771
Da'Jon McKnight,WR,JR,Minnesota,Big Ten,2010,,,2.570645048,2.570645048
Keshawn King,RB,FR,Virginia Tech,ACC,2019,,1.639842723,0.930516228,2.570358951
Marquess Wilson,WR,FR,Washington State,Pac-10,2010,,,2.570075285,2.570075285
Mark Michaud,WR,SR,Georgia Southern,Sun Belt,2019,,,2.569810474,2.569810474
Jordan McCloud,QB,FR,USF,American,2019,1.881434248,0.687819766,,2.569254014
Auden Tate,WR,JR,Florida State,ACC,2017,,,2.568204321,2.568204321
Jamire Jordan,WR,SR,Fresno State,Mountain West,2018,,,2.567822774,2.567822774
Gerald Everett,TE,SR,South Alabama,Sun Belt,2016,,,2.567557258,2.567557258
Nick Isham,QB,FR,Louisiana Tech,WAC,2011,2.583120357,-0.069365715,0.053578212,2.567332854
Broderick Snoddy,RB,JR,Georgia Tech,ACC,2014,,1.567357206,0.999432233,2.566789439
Isaiah Wright,WR,JR,Temple,American,2018,0,0.399017888,2.166435381,2.565453269
Sefo Liufau,QB,FR,Colorado,Pac-12,2013,2.352024786,0.114295429,0.098717176,2.565037391
Jeb Blazevich,TE,FR,Georgia,SEC,2014,,,2.564425043,2.564425043
Tevaris McCormick,WR,JR,Troy,Sun Belt,2016,,0.008888355,2.554751011,2.563639366
Joshua Reese,WR,SR,UCF,American,2014,,0.060351504,2.502160306,2.56251181
Kerrith Whyte,RB,SO,FAU,CUSA,2017,,2.149447729,0.412499039,2.561946768
Terenn Houk,WR,SR,BYU,Independent,2015,,,2.561777242,2.561777242
Terrence Miller,WR,SR,Arizona,Pac-12,2013,,,2.56145476,2.56145476
Rushel Shell,RB,FR,Pittsburgh,Big East,2012,,2.167780096,0.393633231,2.561413327
Tevaka Tuioti,QB,SO,New Mexico,Mountain West,2019,1.938977531,0.622345466,,2.561322997
Jordan Leslie,WR,SO,UTEP,CUSA,2012,,-0.008678588,2.569981731,2.561303143
Pat Freiermuth,TE,FR,Penn State,Big Ten,2018,,,2.560587548,2.560587548
Derrick Gore,RB,SR,Louisiana-Monroe,Sun Belt,2018,,2.228872842,0.331491984,2.560364826
Trevon Bradford,WR,JR,Oregon State,Pac-12,2018,,0.374915866,2.185197997,2.560113863
Chris Jones,WR,SR,Coastal Carolina,Sun Belt,2017,,0.158165793,2.401814911,2.559980704
Christian Green,WR,FR,Florida State,ACC,2011,,0.055808658,2.503503099,2.559311757
Jon Hilliman,RB,JR,Boston College,ACC,2017,0,1.896222821,0.66262785,2.558850671
Sam Crawford Jr.,WR,SO,Tulsa,American,2019,,,2.558434013,2.558434013
Dashon Bussell,WR,FR,Western Michigan,MAC,2019,,,2.558176981,2.558176981
Joe Williams,RB,JR,Utah,Pac-12,2015,,2.067816101,0.488786965,2.556603066
Johnston White,RB,SO,Arkansas State,Sun Belt,2014,,2.393847967,0.162506924,2.556354891
Henry Krieger-Coble,TE,SR,Iowa,Big Ten,2015,,,2.555899161,2.555899161
Jason Huntley,RB,JR,New Mexico State,Independent,2018,,1.153800814,1.401803667,2.555604481
Ahmad Bradshaw,QB,SO,Army,Independent,2015,1.039196642,1.374812478,0.141304907,2.555314027
Jordan Ellis,RB,JR,Virginia,ACC,2017,,2.143932795,0.411211276,2.555144071
Kyle Pohl,QB,JR,Akron,MAC,2014,2.514127608,0.040772598,,2.554900206
Bronson Hill,RB,JR,Eastern Michigan,MAC,2013,,2.127160863,0.427711535,2.554872398
Antonio Callaway,WR,FR,Florida,SEC,2015,0.003146048,0.056419972,2.494538041,2.554104061
Lawrence Cager,WR,SO,Georgia,SEC,2019,,,2.553440787,2.553440787
Ross Metheny,QB,JR,South Alabama,Sun Belt,2012,2.250816273,0.302141773,,2.552958046
Jeremy Sprinkle,TE,JR,Arkansas,SEC,2015,,0.020740796,2.53200746,2.552748256
Jamaal Williams,RB,JR,BYU,Independent,2014,,2.291807858,0.260653759,2.552461617
James Vandenberg,QB,SR,Iowa,Big Ten,2012,2.515467575,0.035966094,,2.551433669
Nick Harwell,WR,JR,Miami (OH),MAC,2012,,0.008151046,2.542574826,2.550725872
Maurice Washington,RB,FR,Nebraska,Big Ten,2018,0,1.56777204,0.982623214,2.550395254
Daikiel Shorts,WR,JR,West Virginia,Big 12,2015,,,2.549703303,2.549703303
James Butler,RB,FR,Nevada,Mountain West,2014,,2.480768071,0.068534191,2.549302262
Shock Linwood,RB,SR,Baylor,Big 12,2016,,2.522519926,0.026432576,2.548952502
Paris Cotton,RB,JR,Central Michigan,MAC,2010,,1.802705357,0.746014515,2.548719872
Colby Parkinson,TE,SO,Stanford,Pac-12,2018,,,2.548211934,2.548211934
Peyton Ramsey,QB,FR,Indiana,Big Ten,2017,1.870477638,0.67742849,,2.547906128
Brandon Miller,RB,JR,Wyoming,Mountain West,2012,,1.287561255,1.26031434,2.547875595
Devin Chafin,RB,SO,Baylor,Big 12,2014,,2.301746237,0.246007851,2.547754088
Ryan Williams-Jenkins,RB,SR,Navy,Independent,2014,,1.50890459,1.038476725,2.547381315
Terrance Turner,WR,SR,Indiana,Big Ten,2010,,,2.546032248,2.546032248
Jela Duncan,RB,FR,Duke,ACC,2012,,2.156988895,0.385711742,2.542700637
Jordon Brown,RB,SR,Kansas State,Big 12,2019,,1.725931072,0.815535684,2.541466756
Thomas Owens,WR,SO,FIU,CUSA,2015,,,2.541378012,2.541378012
Kendall Brock,RB,JR,Nevada,WAC,2013,,2.347086018,0.193734077,2.540820095
Josh Hammond,WR,SR,Florida,SEC,2019,,0.529593639,2.011022454,2.540616093
Jordan Thompson,WR,SR,West Virginia,Big 12,2015,,,2.539724048,2.539724048
Trestan Ebner,RB,SO,Baylor,Big 12,2018,0,1.262059674,1.277094466,2.53915414
Isaiah Battle,WR,SR,Texas State,WAC,2012,,0.29224255,2.246878931,2.539121481
Zach Trujillo,TE,SR,Kansas State,Big 12,2014,,,2.538729638,2.538729638
Darryl Surgent,WR,SR,Louisiana,Sun Belt,2013,,0.094250575,2.443895807,2.538146382
Max Morrison,WR,SR,Cincinnati,American,2015,0,,2.537524104,2.537524104
Donovan Peoples-Jones,WR,JR,Michigan,Big Ten,2019,,-0.035449878,2.572762966,2.537313088
Remene Alston,RB,SR,Oregon,Pac-10,2010,,2.412275427,0.124469787,2.536745214
Kasen Williams,WR,SR,Washington,Pac-12,2013,,0.032808449,2.503611063,2.536419512
Brandon Aiyuk,WR,JR,Arizona State,Pac-12,2018,,,2.536349581,2.536349581
Austin Franklin,WR,SO,New Mexico State,WAC,2012,,0.070800597,2.465444347,2.536244944
Jordan Webb,QB,SO,Kansas,Big 12,2011,2.767670167,-0.232013573,,2.535656594
Andy Erickson,WR,JR,Texas State,WAC,2012,,0.004297681,2.53036365,2.534661331
Danzel Mckinley-Lewis,WR,JR,Toledo,MAC,2019,,,2.534542745,2.534542745
Cee Jay Powell,WR,JR,Louisiana Tech,CUSA,2019,,,2.533969309,2.533969309
James Summers,QB,JR,East Carolina,American,2015,1.096546414,1.409540292,0.026246289,2.532332995
Albert Okwuegbunam,TE,FR,Missouri,SEC,2017,,,2.529940333,2.529940333
Jarrett Guarantano,QB,SO,Tennessee,SEC,2018,2.78745152,-0.257905518,,2.529546002
Tony Poljan,TE,JR,Central Michigan,MAC,2019,,,2.529219965,2.529219965
Shamari Brooks,RB,FR,Tulsa,American,2017,,2.507905981,0.021083873,2.528989854
Garret Lewis,QB,SR,Navy,American,2018,1.59369876,0.934906656,,2.528605416
Jalen Knox,WR,FR,Missouri,SEC,2018,,0.051926779,2.475407849,2.527334628
Isaiah Zuber,WR,JR,Kansas State,Big 12,2018,,0.049638848,2.477213089,2.526851937
Wes Brown,RB,SO,Maryland,Big Ten,2014,,1.519422182,1.007251065,2.526673247
Penny Hart,WR,JR,Georgia State,Sun Belt,2018,,-0.029868278,2.556295158,2.52642688
Von Pearson,WR,SR,Tennessee,SEC,2015,,-0.022805454,2.547959465,2.525154011
Chris Platt,WR,SO,Baylor,Big 12,2016,,0.026871054,2.497879027,2.524750081
Logan Marchi,QB,SO,Temple,American,2017,2.618152773,-0.093923857,,2.524228916
Desmon White,WR,SR,TCU,Big 12,2017,0.06611358,0.041068444,2.416818572,2.524000596
Jordan Frysinger,WR,SR,Idaho,Sun Belt,2016,,,2.52384888,2.52384888
Edward Pope,WR,SO,Texas A&M,SEC,2014,,,2.523465098,2.523465098
Josh Malone,WR,SO,Tennessee,SEC,2015,,,2.523040541,2.523040541
Zane Fakes,TE,SR,Ball State,MAC,2012,,,2.522613903,2.522613903
Corey Dauphine,RB,JR,Tulane,American,2018,,2.522567408,,2.522567408
Keith Wenning,QB,FR,Ball State,MAC,2010,2.531395256,-0.010054037,,2.521341219
Mykel Jones,WR,SO,Oklahoma,Big 12,2017,,,2.520756592,2.520756592
Joe Reed,WR,JR,Virginia,ACC,2018,,0.062097935,2.457395786,2.519493721
Dominque Sullivan,WR,SO,Southern Miss,CUSA,2011,,,2.519384622,2.519384622
Jonathan Williams,RB,SO,Arkansas,SEC,2013,0.031954643,2.232519975,0.25463295,2.519107568
T.J. Logan,RB,FR,North Carolina,ACC,2013,,1.982706196,0.536362829,2.519069025
Eric Williams,RB,SO,Ball State,MAC,2010,0,2.054374392,0.464611515,2.518985907
Lampford Mark,RB,JR,Nevada,WAC,2010,,2.518803569,,2.518803569
K.J. Carta-Samuels,QB,SR,Colorado State,Mountain West,2018,2.585769062,-0.06791687,,2.517852192
Juwan Brescacin,WR,JR,Northern Illinois,MAC,2014,,,2.517549529,2.517549529
James Butler,WR,SR,Louisiana,Sun Belt,2014,,,2.517513243,2.517513243
Greg Dent,WR,JR,Florida State,ACC,2012,,0.005931297,2.510778042,2.516709339
Brandon Turner,WR,JR,Navy,Independent,2011,,,2.515222847,2.515222847
T.J. Rahming,WR,FR,Duke,ACC,2015,,0.003466765,2.511687128,2.515153893
Aaron Wimberly,RB,JR,Iowa State,Big 12,2013,,1.745626938,0.769524423,2.515151361
Marcus Rucker,WR,SR,Memphis,CUSA,2012,,0.030837749,2.48380594,2.514643689
Josh Anderson,RB,SR,Troy,Sun Belt,2017,,1.995195299,0.51844649,2.513641789
Steward Butler,RB,FR,Marshall,CUSA,2012,,2.352508023,0.161101785,2.513609808
Mitchell Juergens,WR,JR,BYU,Independent,2015,0,0.049262139,2.46244302,2.511705159
Bradley Marquez,WR,JR,Texas Tech,Big 12,2013,,,2.511067174,2.511067174
Ryan Willis,QB,SR,Virginia Tech,ACC,2019,2.346143895,0.163984271,,2.510128166
Jay Lee,WR,SO,Baylor,Big 12,2013,,,2.509819655,2.509819655
Mathew Sexton,WR,SR,Eastern Michigan,MAC,2019,,0.060686853,2.44793559,2.508622443
Dewayne Peace,WR,SR,Houston,CUSA,2012,,0.00735836,2.499108608,2.506466968
Ed'Marques Batties,WR,JR,Middle Tennessee,CUSA,2014,,0.107167974,2.398970419,2.506138393
Michael Bennett,WR,SO,Georgia,SEC,2012,,,2.506108979,2.506108979
Markeith Ambles,WR,SR,Houston,American,2014,,,2.503603315,2.503603315
Chris Nwoke,RB,SR,Colorado State,Mountain West,2013,,2.044938803,0.457432125,2.502370928
K.J. Maye,WR,JR,Minnesota,Big Ten,2014,0,0.612957853,1.887962289,2.500920142
Keanon Lowe,WR,SO,Oregon,Pac-12,2012,,,2.50058533,2.50058533
Champ Flemings,WR,SO,Oregon State,Pac-12,2019,,0.082064009,2.417602293,2.499666302
Stephen Guidry,WR,JR,Mississippi State,SEC,2018,,,2.499296826,2.499296826
Colton Chelf,WR,SR,Oklahoma State,Big 12,2011,,,2.499295512,2.499295512
Josh Stewart,WR,FR,Oklahoma State,Big 12,2011,,,2.499295512,2.499295512
Kavosiey Smoke,RB,FR,Kentucky,SEC,2019,,2.332110716,0.165500047,2.497610763
Macgarrett Kings Jr.,WR,SO,Michigan State,Big Ten,2013,,0.022900922,2.474699833,2.497600755
Cody Core,WR,JR,Ole Miss,SEC,2014,,0.282277434,2.215177517,2.497454951
Charles Lovett,WR,JR,Colorado State,Mountain West,2013,,0.01541411,2.481412572,2.496826682
Lowell Narcisse,QB,SO,UTSA,CUSA,2019,1.438193579,1.058019496,,2.496213075
Kailon Carter,WR,SR,UAB,CUSA,2018,,0.048236268,2.447675942,2.49591221
Patrick Mealy,RB,SR,Army,Independent,2010,,2.106529318,0.387386217,2.493915535
Andre Ellington,RB,SO,Clemson,ACC,2010,,2.09137424,0.402331528,2.493705768
Darren Andrews,WR,JR,UCLA,Pac-12,2016,,0.079520808,2.41346187,2.492982678
Kam Martin,RB,SO,Auburn,SEC,2017,,2.148077043,0.344772459,2.492849502
Edgar Poe,WR,JR,Army,Independent,2015,,,2.492618519,2.492618519
Hunter Long,TE,SO,Boston College,ACC,2019,,,2.492259594,2.492259594
Adoree' Jackson,DB,SO,USC,Pac-12,2015,,0.165757279,2.325840971,2.49159825
C.J. Brown,QB,SO,Maryland,ACC,2011,1.064412108,1.426961905,,2.491374013
Bryce Bobo,WR,JR,Colorado,Pac-12,2016,0.124035309,,2.367161458,2.491196767
Cole Kelley,QB,FR,Arkansas,SEC,2017,2.202513625,0.288501987,,2.491015612
Andre Baccellia,WR,JR,Washington,Pac-12,2018,0.023741366,0.156317113,2.310826353,2.490884832
A.J. Guyton,WR,JR,UCF,CUSA,2010,,0.037853842,2.452831132,2.490684974
Donovan Varner,WR,JR,Duke,ACC,2010,,0.00597386,2.484173507,2.490147367
Casey Pachall,QB,SR,TCU,Big 12,2013,2.411207134,0.078592313,,2.489799447
Thomas Johnson,WR,FR,Texas A&M,SEC,2012,,0.188569983,2.300778906,2.489348889
Romeo Doubs,WR,FR,Nevada,Mountain West,2018,,,2.488743982,2.488743982
Marcus Baugh,TE,SR,Ohio State,Big Ten,2017,,0.030851723,2.457802201,2.488653924
John Urzua,QB,SO,Middle Tennessee,CUSA,2017,2.422676295,-0.030729913,0.09656747,2.488513852
Dwayne Haskins,QB,FR,Ohio State,Big Ten,2017,1.957694889,0.53064981,,2.488344699
Dontez Ford,WR,JR,Pittsburgh,ACC,2015,,,2.487628826,2.487628826
John Burt,WR,FR,Texas,Big 12,2015,,-0.007206225,2.494607912,2.487401687
Tyler Williams,WR,JR,Air Force,Mountain West,2016,0,1.304438368,1.182325815,2.486764183
Reggie Bonnafon,QB,FR,Louisville,ACC,2014,1.817142622,0.669438325,,2.486580947
Laquon Treadwell,WR,SO,Ole Miss,SEC,2014,,-0.022976072,2.508946575,2.485970503
David Moore,QB,JR,Central Michigan,MAC,2019,2.497896096,-0.012723775,,2.485172321
Devon Cajuste,WR,SR,Stanford,Pac-12,2014,,,2.484895895,2.484895895
Mike McNeill,TE,SR,Nebraska,Big Ten,2010,,,2.484435717,2.484435717
Chris Conley,WR,SO,Georgia,SEC,2012,,,2.484316735,2.484316735
Andrew Clair,RB,SO,Bowling Green,MAC,2018,,2.11417004,0.369921827,2.484091867
Jomon Dotson,RB,SO,Washington,Pac-12,2016,,1.865554725,0.618224406,2.483779131
Hosey Williams,RB,JR,Cincinnati,American,2013,,2.3936211,0.089532556,2.483153656
Isaiah Likely,TE,SO,Coastal Carolina,Sun Belt,2019,,,2.482382492,2.482382492
Josh Hokit,RB,SO,Fresno State,Mountain West,2017,0.141393996,1.905112496,0.435819355,2.482325847
Bryce Williams,RB,FR,Minnesota,Big Ten,2018,,2.133800398,0.348518228,2.482318626
Jordan Chunn,RB,FR,Troy,Sun Belt,2013,,2.008857743,0.473440103,2.482297846
Pharaoh Brown,TE,SR,Oregon,Pac-12,2016,,,2.482164721,2.482164721
Ihmir Smith-Marsette,WR,SO,Iowa,Big Ten,2018,,0.342802379,2.13935728,2.482159659
Hutson Mason,QB,JR,Georgia,SEC,2013,2.523399451,-0.041281728,,2.482117723
Dontrell Hilliard,RB,JR,Tulane,American,2016,,1.978678087,0.503183491,2.481861578
Stephen Carr,RB,JR,USC,Pac-12,2019,,1.758786348,0.722626442,2.48141279
Destin Coates,RB,SO,Georgia State,Sun Belt,2019,0,2.162996977,0.318199256,2.481196233
Jared Tew,RB,SR,Air Force,Mountain West,2010,,2.480954813,,2.480954813
Desmond Scott,RB,SO,Duke,ACC,2010,,1.583072789,0.897812711,2.4808855
Kenzel Doe,WR,SR,Wisconsin,Big Ten,2014,,0.768005365,1.712250288,2.480255653
Armando Allen,RB,SR,Notre Dame,Independent,2010,0.005426582,1.892093025,0.582453256,2.479972863
Derrick Coleman,RB,SR,UCLA,Pac-12,2011,,2.387338302,0.092081606,2.479419908
James Summers,WR,SR,East Carolina,American,2016,0.055573539,2.116527104,0.307265297,2.47936594
Arceto Clark,WR,SR,Mississippi State,SEC,2012,,,2.479274188,2.479274188
Jordan Wilkins,RB,SO,Ole Miss,SEC,2015,,1.99980392,0.478932352,2.478736272
Eric Thomas,WR,JR,Troy,Sun Belt,2012,,,2.478487202,2.478487202
Trevor Siemian,QB,SR,Northwestern,Big Ten,2014,2.717499473,-0.287982361,0.048687509,2.478204621
Brandon Carter,WR,SO,TCU,Big 12,2012,0.043534114,0.034255212,2.400397066,2.478186392
Quintin Payton,WR,JR,North Carolina State,ACC,2012,,,2.476801678,2.476801678
Josh Boyle,WR,FR,Kent State,MAC,2012,,0.082745343,2.393640241,2.476385584
Bralon Addison,WR,FR,Oregon,Pac-12,2012,,-0.014933731,2.490337039,2.475403308
Dylan Drummond,WR,SO,Eastern Michigan,MAC,2019,,0.099699824,2.375654021,2.475353845
Max Morrison,WR,JR,Cincinnati,American,2014,,,2.474838911,2.474838911
Javon Leake,RB,JR,Maryland,Big Ten,2019,,2.261664025,0.212944147,2.474608172
Collin Lisa,WR,SR,UAB,CUSA,2018,,,2.474455781,2.474455781
Christian Jones,WR,SO,Northwestern,Big Ten,2012,,,2.474383726,2.474383726
Bryan Kariya,RB,JR,BYU,Mountain West,2010,,1.931627693,0.542302023,2.473929716
Stephen Louis,WR,SO,North Carolina State,ACC,2016,,0.008836626,2.464938613,2.473775239
Davis Mills,QB,JR,Stanford,Pac-12,2019,2.340350074,0.110585028,0.022289048,2.47322415
Kevin Stepherson,WR,FR,Notre Dame,Independent,2016,,,2.472551553,2.472551553
Keith Kirkwood,WR,SR,Temple,American,2017,,,2.472348936,2.472348936
Rashawn Scott,WR,SO,Miami (FL),ACC,2012,,,2.470785657,2.470785657
Willie Geter,RB,SR,Bowling Green,MAC,2010,,1.807946115,0.661998152,2.469944267
Anthony Mahoungou,WR,SR,Purdue,Big Ten,2017,,,2.468788993,2.468788993
Steele Jantz,QB,JR,Iowa State,Big 12,2011,1.931899262,0.536640322,,2.468539584
Logan Bonner,QB,JR,Arkansas State,Sun Belt,2019,2.311077426,-0.032199652,0.189333412,2.468211186
Robert Wheelwright,WR,SR,Wisconsin,Big Ten,2016,,0.022989665,2.444832146,2.467821811
Jonathan Duhart,WR,SO,Old Dominion,CUSA,2015,,,2.467624457,2.467624457
Jester Weah,WR,SR,Pittsburgh,ACC,2017,,0.005692145,2.461684295,2.46737644
Larry Rountree III,RB,JR,Missouri,SEC,2019,,2.243542999,0.223580921,2.46712392
Vince Sanders,WR,SO,Ole Miss,SEC,2012,,,2.466846209,2.466846209
Ricky Johnson,WR,SO,Tulsa,CUSA,2010,,,2.466391823,2.466391823
Jack Sorenson,WR,JR,Miami (OH),MAC,2019,0,,2.465462703,2.465462703
Colin Reardon,QB,SO,Kent State,MAC,2014,2.197429494,0.267815925,,2.465245419
Racey McMath,WR,JR,LSU,SEC,2019,,,2.465175079,2.465175079
Ja-Mes Logan,WR,JR,Ole Miss,SEC,2012,,0.066763383,2.398322707,2.46508609
David Douglas,WR,SR,Arizona,Pac-12,2011,,,2.464746456,2.464746456
Josh Hammond,WR,JR,Florida,SEC,2018,,0.149358868,2.314907542,2.46426641
Marcus Thomas,RB,SR,Navy,Independent,2013,,1.403203203,1.060875258,2.464078461
Seth Russell,QB,FR,Baylor,Big 12,2013,1.486398049,0.976900963,,2.463299012
Demetris Murray,RB,SO,USF,Big East,2010,,1.823862267,0.639419604,2.463281871
Auden Tate,WR,SO,Florida State,ACC,2016,,,2.462381359,2.462381359
River Cracraft,WR,JR,Washington State,Pac-12,2015,,,2.462377395,2.462377395
Torii Hunter Jr,WR,JR,Notre Dame,Independent,2015,0.094552387,0.078652056,2.288167695,2.461372138
Tyler Duncan,WR,SR,New Mexico,Mountain West,2014,,,2.461013156,2.461013156
Ian Book,QB,SO,Notre Dame,Independent,2017,1.433106354,1.026835565,,2.459941919
Greyson Lambert,QB,SO,Virginia,ACC,2014,2.398115263,-0.01709231,0.078859587,2.45988254
Jonathan Banks,QB,SR,Tulane,American,2018,2.073590802,0.385615399,,2.459206201
Aleva Hifo,WR,JR,BYU,Independent,2018,0.069027433,0.529879421,1.860029563,2.458936417
John Franklin III,WR,SR,FAU,CUSA,2017,0.188314779,1.418511619,0.851900217,2.458726615
Alex Singleton,RB,SO,Tulsa,CUSA,2010,,2.310025995,0.147561915,2.45758791
Willie Wright,WR,SO,FAU,CUSA,2018,,0.248624441,2.208809177,2.457433618
Dontrelle Inman,WR,SR,Virginia,ACC,2010,,,2.456679351,2.456679351
James Charles,RB,JR,FAU,CUSA,2019,-0.005252096,2.179272053,0.281862606,2.455882563
Devwah Whaley,RB,SO,Arkansas,SEC,2017,,2.179359617,0.276474146,2.455833763
T.J. Vasher,WR,FR,Texas Tech,Big 12,2017,,,2.455029655,2.455029655
Marcus Henry,WR,JR,Middle Tennessee,CUSA,2013,0.019011516,,2.435375389,2.454386905
Sewo Olonilua,RB,SO,TCU,Big 12,2017,,1.505842866,0.948444173,2.454287039
Peter LeBlanc,WR,FR,Louisiana,Sun Belt,2019,,,2.453594735,2.453594735
Mitchell Juergens,WR,SO,BYU,Independent,2014,,0.101759804,2.351429586,2.45318939
Jeff Lockie,QB,JR,Oregon,Pac-12,2015,1.931254621,0.521824925,,2.453079546
Toa Taua,RB,SO,Nevada,Mountain West,2019,-0.001178562,1.94512768,0.508746899,2.452696017
Shawndarrius Phillips,RB,JR,FIU,CUSA,2018,,2.058512986,0.393526281,2.452039267
David Glidden,WR,JR,Oklahoma State,Big 12,2014,,,2.45195589,2.45195589
Jalen Virgil,WR,FR,Appalachian State,Sun Belt,2017,,0,2.451441783,2.451441783
Robert Davis,WR,SR,Georgia State,Sun Belt,2016,,,2.451089159,2.451089159
Wesley Fields,RB,SO,Georgia Southern,Sun Belt,2016,,1.585430758,0.865373928,2.450804686
Danny Anthrop,UT,JR,Purdue,Big Ten,2014,,0.030678452,2.419354926,2.450033378
Quenton Bundrage,WR,SO,Iowa State,Big 12,2013,,-0.015393536,2.465395784,2.450002248
Patrick Taylor Jr.,RB,SR,Memphis,American,2019,0,2.079594578,0.370194777,2.449789355
Juwan Johnson,WR,JR,Penn State,Big Ten,2018,,,2.449257674,2.449257674
Keenan Barnes,WR,JR,Louisiana,Sun Belt,2017,,,2.4490269,2.4490269
Brittain Brown,RB,FR,Duke,ACC,2017,,1.896537946,0.552353852,2.448891798
Robert Ruiz,WR,SR,Colorado State,Mountain West,2016,,0.076828852,2.371252829,2.448081681
Joe Hill,RB,SR,Utah State,Mountain West,2014,,1.771509391,0.676489347,2.447998738
Darrin Moore,WR,JR,Texas Tech,Big 12,2011,,,2.447133577,2.447133577
Jamal Morrow,RB,FR,Washington State,Pac-12,2014,,1.032680381,1.414285035,2.446965416
Kani Benoit,RB,SO,Oregon,Pac-12,2015,,2.064611624,0.380701341,2.445312965
Chris Autman-Bell,WR,FR,Minnesota,Big Ten,2018,,,2.445073153,2.445073153
Aregeros Turner,WR,SO,Northern Illinois,MAC,2014,0.043642912,0.149515428,2.251651048,2.444809388
Eric Monette,WR,SR,Western Michigan,MAC,2012,,0.003449209,2.441312759,2.444761968
Kyle Philips,WR,SO,UCLA,Pac-12,2019,,0.02141308,2.423288885,2.444701965
Jaylen Warren,RB,JR,Utah State,Mountain West,2019,,1.777592517,0.665191472,2.442783989
Sean Tapley,WR,SO,North Carolina,ACC,2012,,0,2.442135724,2.442135724
Josh Schaffer,WR,JR,Western Michigan,MAC,2012,,0.227647942,2.2123184,2.439966342
Jake Heaps,QB,SO,BYU,Independent,2011,2.646730301,-0.20704676,,2.439683541
Sam Pinckney,WR,FR,Georgia State,Sun Belt,2019,,,2.43952763,2.43952763
