Player,Pos,Class,School,Conference,Year,Passing,Rushing,Receiving,Total
Kyler Murray,QB,JR,Oklahoma,Big 12,2018,19.59032346,8.229962865,,27.82028633
Joe Burrow,QB,SR,LSU,SEC,2019,21.02256821,2.856673756,0.138395768,24.01763773
Jameis Winston,QB,FR,Florida State,ACC,2013,20.14441327,2.106831942,,22.25124521
Jordan Lynch,QB,JR,Northern Illinois,MAC,2012,10.7461791,11.39427648,,22.14045558
Quinton Flowers,QB,JR,USF,American,2016,11.71886324,10.35024755,-0.02911273,22.03999806
Jalen Hurts,QB,SR,Oklahoma,Big 12,2019,13.0264482,8.386877876,0.197319161,21.61064524
Lamar Jackson,QB,SO,Louisville,ACC,2016,11.91647997,9.500114502,,21.41659447
Cam Newton,QB,JR,Auburn,SEC,2010,11.06708826,9.725150305,0.380019151,21.17225772
Marcus Mariota,QB,JR,Oregon,Pac-12,2014,15.64122938,5.048210094,0.21304472,20.90248419
McKenzie Milton,QB,SO,UCF,American,2017,15.87086256,4.572245817,,20.44310838
Jordan Lynch,QB,SR,Northern Illinois,MAC,2013,9.422050944,10.46217454,0.129232823,20.01345831
Montee Ball,RB,JR,Wisconsin,Big Ten,2011,0.258982063,16.30623718,3.244091061,19.8093103
Johnny Manziel,QB,FR,Texas A&M,SEC,2012,10.77962906,8.057080824,,18.83670988
Christian McCaffrey,RB,SO,Stanford,Pac-12,2015,0.145627905,12.99129476,5.619743535,18.7566662
Malcolm Perry,QB,SR,Navy,American,2019,6.005269499,12.6730872,,18.6783567
Ryan Higgins,QB,SR,Louisiana Tech,CUSA,2016,16.51971621,1.986129821,,18.50584603
Case Keenum,QB,SR,Houston,CUSA,2011,18.21867557,0.246491434,,18.465167
Marquise Williams,QB,SR,North Carolina,ACC,2015,11.55619187,6.467630452,0.325120999,18.34894332
Baker Mayfield,QB,SR,Oklahoma,Big 12,2017,16.18221898,2.106568045,0.016262957,18.30504998
Trevone Boykin,QB,JR,TCU,Big 12,2014,13.25044169,4.553074399,0.420055872,18.22357196
Rakeem Cato,QB,SR,Marshall,CUSA,2014,14.84053188,3.263232779,,18.10376466
Colin Kaepernick,QB,SR,Nevada,WAC,2010,10.7401488,7.355150403,,18.0952992
Johnny Manziel,QB,SO,Texas A&M,SEC,2013,13.16207564,4.882961434,,18.04503707
Chandler Harnish,QB,SR,Northern Illinois,MAC,2011,9.909094641,7.979424502,,17.88851914
Russell Wilson,QB,SR,Wisconsin,Big Ten,2011,14.42575506,2.866098895,0.593689876,17.88554383
J.T. Barrett,QB,FR,Ohio State,Big Ten,2014,11.27547647,6.401609194,,17.67708566
J.K. Dobbins,RB,JR,Ohio State,Big Ten,2019,,15.26057407,2.408927264,17.66950133
Robert Griffin III,QB,JR,Baylor,Big 12,2011,13.1995656,4.334287126,0.107118894,17.64097162
Collin Klein,QB,SR,Kansas State,Big 12,2012,10.63930905,6.981042256,,17.62035131
Justin Fields,QB,SO,Ohio State,Big Ten,2019,13.75873985,3.687527637,,17.44626749
Marcus Mariota,QB,FR,Oregon,Pac-12,2012,11.75365762,5.615084068,0.020496611,17.3892383
Braxton Miller,QB,JR,Ohio State,Big Ten,2013,9.490308532,7.795320052,,17.28562858
Lamar Jackson,QB,JR,Louisville,ACC,2017,9.534434891,7.736535778,,17.27097067
Trevor Lawrence,QB,SO,Clemson,ACC,2019,13.24994665,3.875400526,0,17.12534718
Tua Tagovailoa,QB,SO,Alabama,SEC,2018,15.58436443,1.439061093,,17.02342552
Brandon Doughty,QB,SR,Western Kentucky,CUSA,2015,17.69788119,-0.856214434,0.056415884,16.89808264
Chandler Harnish,QB,JR,Northern Illinois,MAC,2010,10.83156972,6.018707043,,16.85027676
Marcus Mariota,QB,SO,Oregon,Pac-12,2013,12.40235786,4.438374431,,16.84073229
Brandon Weeden,QB,SR,Oklahoma State,Big 12,2011,17.39936654,-0.804288946,,16.59507759
Colby Cameron,QB,SR,Louisiana Tech,WAC,2012,15.29425777,1.298870147,,16.59312792
Mike White,QB,JR,Western Kentucky,CUSA,2016,16.63718337,-0.540445312,,16.09673806
Nathan Rourke,QB,JR,Ohio,MAC,2018,10.15524986,5.930738187,,16.08598805
Deshaun Watson,QB,SO,Clemson,ACC,2015,10.70407839,5.30811249,,16.01219088
Bryce Petty,QB,JR,Baylor,Big 12,2013,14.62030862,1.388927235,,16.00923586
Keenan Reynolds,QB,SR,Navy,American,2015,6.707000653,8.684860572,0.611416796,16.00327802
Trace McSorley,QB,JR,Penn State,Big Ten,2017,12.53931876,3.340599107,,15.87991787
Kenjon Barner,RB,SR,Oregon,Pac-12,2012,,13.19395417,2.623564939,15.81751911
Nathan Rourke,QB,SO,Ohio,MAC,2017,9.168772403,6.228230062,0.347054919,15.74405738
Nick Florence,QB,SR,Baylor,Big 12,2012,12.45520632,3.286817174,,15.74202349
Taywan Taylor,WR,SR,Western Kentucky,CUSA,2016,,0.26291933,15.39279476,15.65571409
Khalil Tate,QB,SO,Arizona,Pac-12,2017,6.679933593,8.968704841,,15.64863843
J.T. Barrett,QB,SR,Ohio State,Big Ten,2017,10.57848229,4.923936622,,15.50241891
LaMichael James,RB,JR,Oregon,Pac-12,2011,,13.403129,2.073020643,15.47614964
Ja'Marr Chase,WR,SO,LSU,SEC,2019,,0.038813505,15.39653208,15.43534559
Mason Rudolph,QB,SR,Oklahoma State,Big 12,2017,15.17215867,0.214434951,,15.38659362
Riley Ferguson,QB,SR,Memphis,American,2017,15.17620386,0.152273633,,15.32847749
Patrick Mahomes,QB,SO,Texas Tech,Big 12,2015,12.78237903,2.461293139,0.019161278,15.26283345
Andrew Luck,QB,SO,Stanford,Pac-10,2010,11.98897919,3.08052169,,15.06950088
Trent Taylor,WR,SR,Louisiana Tech,CUSA,2016,,,15.0527282,15.0527282
Will Worth,QB,SR,Navy,American,2016,7.154237976,7.831403993,,14.98564197
Clyde Edwards-Helaire,RB,JR,LSU,SEC,2019,,10.97645841,3.918330903,14.89478931
Trace McSorley,QB,SO,Penn State,Big Ten,2016,12.57194303,2.298807508,,14.87075054
Ezekiel Elliott,RB,SO,Ohio State,Big Ten,2014,,12.81686787,2.042370473,14.85923834
Travis Etienne,RB,JR,Clemson,ACC,2019,0.083151096,11.10994038,3.644187233,14.83727871
Brandon Doughty,QB,SR,Western Kentucky,CUSA,2014,15.10102679,-0.330818745,,14.77020805
Matt Johnson,QB,SR,Bowling Green,MAC,2015,13.77706176,0.879484053,0.103991824,14.76053764
Donnel Pumphrey,RB,SR,San Diego State,Mountain West,2016,0,12.51100053,2.224734989,14.73573552
Anthony Wales,RB,SR,Western Kentucky,CUSA,2016,,11.83867347,2.87391486,14.71258833
Kellen Moore,QB,JR,Boise State,WAC,2010,14.87773985,-0.246411374,0.063199747,14.69452822
Braxton Miller,QB,SO,Ohio State,Big Ten,2012,7.123495497,7.568163498,,14.691659
Jordan Love,QB,SO,Utah State,Mountain West,2018,14.21266029,0.472071918,,14.68473221
Terrelle Pryor,QB,JR,Ohio State,Big Ten,2010,9.683050133,4.829867451,0.154863593,14.66778118
Melvin Gordon,RB,JR,Wisconsin,Big Ten,2014,,13.33442856,1.329818759,14.66424732
Andrew Luck,QB,SR,Stanford,Pac-12,2011,13.38829516,1.130645451,0.11499297,14.63393358
Baker Mayfield,QB,JR,Oklahoma,Big 12,2016,13.41713665,1.098089479,,14.51522613
Baker Mayfield,QB,JR,Oklahoma,Big 12,2015,11.98486254,2.442655923,,14.42751846
Darrell Henderson,RB,JR,Memphis,American,2018,0.014790177,11.8731179,2.532434992,14.42034307
Deshaun Watson,QB,JR,Clemson,ACC,2016,11.36492907,3.028700571,,14.39362964
Bryant Moniz,QB,JR,Hawaii,WAC,2010,13.78804624,0.569029445,,14.35707569
Darron Thomas,QB,SO,Oregon,Pac-10,2010,11.06412806,3.293162533,-0.03111744,14.32617315
Greg Ward Jr.,QB,JR,Houston,American,2015,8.479300479,5.792729076,,14.27202956
G.J. Kinne,QB,JR,Tulsa,CUSA,2010,10.99185609,3.247931295,,14.23978739
Nathan Peterman,QB,SR,Pittsburgh,ACC,2016,12.04317496,2.047672487,0.10826906,14.19911651
Grant Hedrick,QB,SR,Boise State,Mountain West,2014,10.68321534,3.146694317,0.269778165,14.09968782
Derek Carr,QB,SR,Fresno State,Mountain West,2013,13.39392162,0.646929845,,14.04085147
Jalen Hurts,QB,FR,Alabama,SEC,2016,8.959309587,5.073704845,,14.03301443
D'Eriq King,QB,JR,Houston,American,2018,9.792371336,4.141848191,0.09175563,14.02597516
Saquon Barkley,RB,JR,Penn State,Big Ten,2017,0.126446908,8.647457168,5.168654711,13.94255879
Taylor Kelly,QB,,Arizona State,Pac-12,2013,10.59198377,3.33904385,,13.93102762
Rakeem Cato,QB,JR,Marshall,CUSA,2013,12.15867371,1.740420043,,13.89909375
Denard Robinson,QB,JR,Michigan,Big Ten,2011,7.058384788,6.83709392,,13.89547871
Jake Browning,QB,SO,Washington,Pac-12,2016,13.56402775,0.322884462,,13.88691221
Zach Terrell,QB,SR,Western Michigan,MAC,2016,12.30285249,1.523362181,,13.82621467
Trevor Lawrence,QB,FR,Clemson,ACC,2018,12.6495431,1.23001943,-0.107983923,13.77157861
Carlos Henderson,WR,JR,Louisiana Tech,CUSA,2016,,0.953629129,12.81527333,13.76890246
Chad Kelly,QB,JR,Ole Miss,SEC,2015,11.06196876,2.685752493,,13.74772125
Dwayne Haskins,QB,SO,Ohio State,Big Ten,2018,13.13667895,0.574594165,,13.71127312
Devin Singletary,RB,SO,FAU,CUSA,2017,0.046117908,11.88080911,1.775539375,13.70246639
Marquise Brown,WR,JR,Oklahoma,Big 12,2018,,0,13.70181247,13.70181247
Justin Blackmon,WR,SO,Oklahoma State,Big 12,2010,,0.497609487,13.19468121,13.6922907
Andy Dalton,QB,SR,TCU,Mountain West,2010,10.76855316,2.913158866,,13.68171203
Nick Marshall,QB,JR,Auburn,SEC,2013,7.389897798,5.976516359,0.305419189,13.67183335
Kellen Moore,QB,SR,Boise State,Mountain West,2011,14.08821338,-0.50760516,,13.58060822
Nathan Rourke,QB,SR,Ohio,MAC,2019,8.664034218,4.879135912,0.014337651,13.55750778
Patrick Mahomes,QB,JR,Texas Tech,Big 12,2016,12.11162251,1.444212818,,13.55583533
Najee Harris,RB,JR,Alabama,SEC,2019,,10.57902567,2.963114684,13.54214035
Anthony Gordon,QB,SR,Washington State,Pac-12,2019,13.57845948,-0.103076355,,13.47538313
Tajh Boyd,QB,JR,Clemson,ACC,2012,10.58180078,2.856589654,,13.43839043
Justin Thomas,QB,SO,Georgia Tech,ACC,2014,7.362960012,6.014664082,,13.37762409
Brett Hundley,QB,SO,UCLA,Pac-12,2013,9.142743142,4.168622898,0.048626342,13.35999238
Nicholas Norris,WR,SR,Western Kentucky,CUSA,2016,,1.621335916,11.72699624,13.34833216
LaMichael James,RB,SO,Oregon,Pac-10,2010,,11.72935047,1.618107201,13.34745767
Collin Klein,QB,JR,Kansas State,Big 12,2011,6.492418052,6.840429694,,13.33284775
Justin Jefferson,WR,JR,LSU,SEC,2019,,,13.32059514,13.32059514
Jay Ajayi,RB,JR,Boise State,Mountain West,2014,,9.689904977,3.608282965,13.29818794
Darron Thomas,QB,JR,Oregon,Pac-12,2011,11.68083668,1.529664583,0.078972229,13.28947349
Leon Allen,RB,JR,Western Kentucky,CUSA,2014,,9.810048087,3.47250663,13.28255472
Patrick Edwards,WR,SR,Houston,CUSA,2011,,0.042255671,13.22641551,13.26867118
Brandon Weeden,QB,JR,Oklahoma State,Big 12,2010,13.62067134,-0.43944734,,13.181224
Bryce Love,RB,JR,Stanford,Pac-12,2017,,12.88452907,0.27213884,13.15666791
Rashad Greene,WR,JR,Florida State,ACC,2013,,0.08658214,13.0687936,13.15537574
Justin Blackmon,WR,JR,Oklahoma State,Big 12,2011,,0.055196304,13.07191671,13.12711301
Royce Freeman,RB,SO,Oregon,Pac-12,2015,,10.41381032,2.703756475,13.1175668
Quinton Flowers,QB,SR,USF,American,2017,7.96419938,5.14964891,,13.11384829
Gardner Minshew,QB,SR,Washington State,Pac-12,2018,12.48952831,0.610087695,,13.09961601
J.T. Barrett,QB,JR,Ohio State,Big Ten,2016,8.446456109,4.64496035,,13.09141646
Tommy Armstrong Jr,QB,SO,Nebraska,Big Ten,2014,8.975782316,3.980341598,0.124069233,13.08019315
Joshua Dobbs,QB,SR,Tennessee,SEC,2016,8.672444834,4.343592407,0.027457781,13.04349502
Ian Book,QB,SR,Notre Dame,Independent,2019,9.646577154,3.392176997,,13.03875415
Devon Johnson,TE,JR,Marshall,CUSA,2014,,11.96293011,1.073527242,13.03645735
Kenny Gainwell,RB,FR,Memphis,American,2019,,8.66893851,4.342669548,13.01160806
Devonta Freeman,RB,JR,Florida State,ACC,2013,,9.774160962,3.220855164,12.99501613
Kevin Hogan,QB,SR,Stanford,Pac-12,2015,10.70551806,2.161998543,0.095840577,12.96335718
Tyrod Taylor,QB,SR,Virginia Tech,ACC,2010,8.961626579,3.936780327,,12.89840691
Denard Robinson,QB,SO,Michigan,Big Ten,2010,5.771139714,7.10117104,,12.87231075
Shane Buechele,QB,JR,SMU,American,2019,12.18737367,0.654064437,,12.84143811
Richie James,WR,SO,Middle Tennessee,CUSA,2016,0.227554193,1.823951935,10.78512074,12.83662687
Dak Prescott,QB,JR,Mississippi State,SEC,2014,8.329625036,4.294017633,0.196691359,12.82033403
Jalen Hurts,QB,SO,Alabama,SEC,2017,7.61097377,5.161087437,-0.008562206,12.763499
Doug Martin,RB,JR,Boise State,WAC,2010,,9.702447937,3.051645658,12.7540936
Jerod Evans,QB,JR,Virginia Tech,ACC,2016,8.917540441,3.813579823,,12.73112026
I'Tavius Mathers,RB,SR,Middle Tennessee,CUSA,2016,0.096710533,8.398787521,4.201219352,12.69671741
Chuckie Keeton,QB,SO,Utah State,WAC,2012,9.35250981,3.339788905,,12.69229872
Zac Thomas,QB,JR,Appalachian State,Sun Belt,2019,9.855720616,2.835971288,,12.6916919
Saquon Barkley,RB,SO,Penn State,Big Ten,2016,,9.421961754,3.263000147,12.6849619
Kerwynn Williams,RB,SR,Utah State,WAC,2012,,8.157933484,4.509427349,12.66736083
Dede Westbrook,WR,SR,Oklahoma,Big 12,2016,0,0.626593437,12.03312432,12.65971776
Carlos Hyde,RB,SR,Ohio State,Big Ten,2013,,11.10176196,1.554525239,12.6562872
Sam Ehlinger,QB,JR,Texas,Big 12,2019,9.208592151,3.342954432,0.082122301,12.63366888
Eric Dungey,QB,SR,Syracuse,ACC,2018,8.467495603,4.101596344,,12.56909195
Bryce Petty,QB,SR,Baylor,Big 12,2014,11.95412061,0.60698791,,12.56110852
Cody Fajardo,QB,SO,Nevada,WAC,2012,7.263039077,5.294459004,,12.55749808
Nick Chubb,RB,FR,Georgia,SEC,2014,,10.51910723,2.030567037,12.54967427
Fredi Knighten,QB,JR,Arkansas State,Sun Belt,2014,8.518407484,3.628030288,0.385201591,12.53163936
Jake Waters,QB,SR,Kansas State,Big 12,2014,9.792242854,2.707383727,,12.49962658
Kendall Wright,WR,SR,Baylor,Big 12,2011,0.169106946,0.446450175,11.87591508,12.4914722
Anthony Miller,WR,SR,Memphis,American,2017,0.124774985,0.173038213,12.16140242,12.45921562
Terrance Williams,WR,SR,Baylor,Big 12,2012,,0.081013091,12.35596548,12.43697857
Taylor Cornelius,QB,SR,Oklahoma State,Big 12,2018,10.27006816,1.994594952,0.144468534,12.40913165
Terrance Broadway,QB,SO,Louisiana,Sun Belt,2012,8.064031914,4.330970337,,12.39500225
E.J. Manuel,QB,SR,Florida State,ACC,2012,10.42300429,1.838703246,0.077798748,12.33950628
Cody Sokol,QB,SR,Louisiana Tech,CUSA,2014,11.97387008,0.295691753,0.024393808,12.29395564
Keenan Reynolds,QB,SO,Navy,Independent,2013,5.112515863,7.18141257,,12.29392843
Devonta Smith,WR,JR,Alabama,SEC,2019,,,12.24234223,12.24234223
Joe Mixon,RB,SO,Oklahoma,Big 12,2016,0.087981221,7.903762645,4.247913965,12.23965783
Travis Etienne,RB,SO,Clemson,ACC,2018,,11.52187687,0.701895386,12.22377226
Trent Richardson,RB,JR,Alabama,SEC,2011,,9.773876162,2.444784617,12.21866078
Doug Martin,RB,SR,Boise State,Mountain West,2011,,9.990592587,2.205917627,12.19651021
Corey Davis,WR,SR,Western Michigan,MAC,2016,,0,12.18793766,12.18793766
Shane Carden,QB,JR,East Carolina,CUSA,2013,11.49898537,0.587536204,0.09075465,12.17727622
Brady White,QB,JR,Memphis,American,2019,12.33256063,-0.421860619,0.177978266,12.08867828
McKenzie Milton,QB,JR,UCF,American,2018,10.06684825,1.991903626,,12.05875188
Greg Salas,WR,SR,Hawaii,WAC,2010,,,12.05815712,12.05815712
Keith Wenning,QB,SR,Ball State,MAC,2013,11.80320849,0.254318844,,12.05752733
Jerry Jeudy,WR,SO,Alabama,SEC,2018,,,12.05699063,12.05699063
CeeDee Lamb,WR,SO,Oklahoma,Big 12,2018,0,,12.03846649,12.03846649
Nick Mullens,QB,JR,Southern Miss,CUSA,2015,12.5320809,-0.503149324,,12.02893158
Ryan Tannehill,QB,SR,Texas A&M,Big 12,2011,10.34310227,1.674888037,,12.01799031
Jonathan Taylor,RB,JR,Wisconsin,Big Ten,2019,,10.30674731,1.707416276,12.01416359
Tua Tagovailoa,QB,JR,Alabama,SEC,2019,11.86359823,0.146930919,,12.01052915
Connor Cook,QB,JR,Michigan State,Big Ten,2014,11.46746139,0.515152717,,11.98261411
Corey Coleman,WR,JR,Baylor,Big 12,2015,,0.666592922,11.28556809,11.95216101
Geno Smith,QB,SR,West Virginia,Big 12,2012,11.1238547,0.819020219,,11.94287492
Quinton Patton,WR,SR,Louisiana Tech,WAC,2012,,-0.036691251,11.95879753,11.92210628
Leonard Fournette,RB,SO,LSU,SEC,2015,,10.02238272,1.892602923,11.91498564
Jeff Driskel,QB,SR,Louisiana Tech,CUSA,2015,10.28901238,1.62501857,,11.91403095
Joseph Randle,RB,SO,Oklahoma State,Big 12,2011,,9.588385828,2.284579387,11.87296522
Kenneth Dixon,RB,JR,Louisiana Tech,CUSA,2014,,8.729627069,3.130537436,11.86016451
Taywan Taylor,WR,JR,Western Kentucky,CUSA,2015,,0.014036297,11.82315941,11.83719571
Blake Sims,QB,SR,Alabama,SEC,2014,9.95334538,1.871441142,,11.82478652
Brady White,QB,JR,Memphis,American,2018,12.18710134,-0.267440575,-0.103014303,11.81664646
Bryce Perkins,QB,SR,Virginia,ACC,2019,8.114311702,3.675959465,,11.79027117
Josh Allen,QB,SO,Wyoming,Mountain West,2016,9.142971599,2.618747588,0.026642032,11.78836122
Ezekiel Elliott,RB,JR,Ohio State,Big Ten,2015,,10.1305041,1.649760218,11.78026432
Kevin Ellison,QB,SO,Georgia Southern,Sun Belt,2014,5.357676656,6.416360082,,11.77403674
Trevone Boykin,QB,SR,TCU,Big 12,2015,8.827891336,2.913699607,,11.74159094
Tajh Boyd,QB,SR,Clemson,ACC,2013,9.692743442,2.038745709,,11.73148915
Kelvin Benjamin,WR,SO,Florida State,ACC,2013,,,11.71325384,11.71325384
Trace McSorley,QB,SR,Penn State,Big Ten,2018,7.544588343,4.165105209,,11.70969355
Titus Young,WR,SR,Boise State,WAC,2010,,0.723833422,10.96967296,11.69350638
Vai Taua,RB,SR,Nevada,WAC,2010,,9.819064789,1.874135824,11.69320061
Aaron Murray,QB,JR,Georgia,SEC,2012,12.11960531,-0.427569016,,11.69203629
Stepfan Taylor,RB,JR,Stanford,Pac-12,2011,,10.0250563,1.609901393,11.63495769
Amari Cooper,WR,JR,Alabama,SEC,2014,,0.122980411,11.5023413,11.62532171
Tre Mason,RB,JR,Auburn,SEC,2013,,10.16231621,1.422380794,11.584697
Blake Bortles,QB,JR,UCF,American,2013,10.04985649,1.514260658,,11.56411715
Dominique Davis,QB,JR,East Carolina,CUSA,2010,10.75161562,0.810996974,-0.037943692,11.5246689
Dillon Gabriel,QB,FR,UCF,American,2019,11.04873737,0.459276308,,11.50801368
Taylor Martinez,QB,JR,Nebraska,Big Ten,2012,7.044572166,4.443187364,,11.48775953
Quinton Flowers,QB,SO,USF,American,2015,6.724604314,4.730888572,,11.45549289
Donnel Pumphrey,RB,JR,San Diego State,Mountain West,2015,0.052370584,8.235287347,3.161873929,11.44953186
Tavon Austin,WR,SR,West Virginia,Big 12,2012,,3.487615875,7.956443982,11.44405986
Dri Archer,RB,JR,Kent State,MAC,2012,0.072841126,7.390193411,3.972876254,11.43591079
Blake Bortles,QB,SO,UCF,CUSA,2012,9.644221243,1.750795965,-0.022069148,11.37294806
Jason Driskel,QB,JR,FAU,CUSA,2017,8.635577926,2.644997661,0.071738968,11.35231456
Jerry Jeudy,WR,JR,Alabama,SEC,2019,,0.008643004,11.33586306,11.34450606
John Ross,WR,JR,Washington,Pac-12,2016,,0.731871464,10.61131424,11.3431857
Mason Rudolph,QB,JR,Oklahoma State,Big 12,2016,10.87657168,0.310987804,0.148884877,11.33644436
Paxton Lynch,QB,JR,Memphis,American,2015,10.06522407,1.234190734,,11.2994148
Darrynton Evans,RB,JR,Appalachian State,Sun Belt,2019,0.0507653,9.539176182,1.676442222,11.2663837
James Washington,WR,SR,Oklahoma State,Big 12,2017,,0.073520553,11.18214493,11.25566548
Rashaad Penny,RB,SR,San Diego State,Mountain West,2017,,10.29057642,0.952963418,11.24353984
Dalvin Cook,RB,JR,Florida State,ACC,2016,,8.276801646,2.938000256,11.2148019
John Wolford,QB,SR,Wake Forest,ACC,2017,7.981232961,3.228744537,,11.2099775
Casey Pachall,QB,SO,TCU,Mountain West,2011,10.83562822,0.362222554,,11.19785077
A.J. McCarron,QB,JR,Alabama,SEC,2012,11.16840288,0.028140583,,11.19654346
Ameer Abdullah,RB,SR,Nebraska,Big Ten,2014,,9.095503988,2.08591415,11.18141814
Daniel Thomas,RB,SR,Kansas State,Big 12,2010,0.353187199,9.47553415,1.34211135,11.1708327
Nick Marshall,QB,SR,Auburn,SEC,2014,7.178907482,3.885202607,0.105850131,11.16996022
Landry Jones,QB,JR,Oklahoma,Big 12,2011,11.28651272,-0.124899914,,11.16161281
Myles Gaskin,RB,SO,Washington,Pac-12,2016,,9.851563954,1.264130467,11.11569442
Antwan Goodley,WR,JR,Baylor,Big 12,2013,,0.219304304,10.87588512,11.09518942
Darwin Thompson,RB,JR,Utah State,Mountain West,2018,,7.822905967,3.263293745,11.08619971
A.J. Ouellette,RB,SR,Ohio,MAC,2018,,9.006446586,2.063871641,11.07031823
Justice Hansen,QB,JR,Arkansas State,Sun Belt,2017,8.964631054,1.820728976,0.250940283,11.03630031
Eddie Lacy,RB,JR,Alabama,SEC,2012,,9.300462541,1.679258681,10.97972122
Logan Woodside,QB,SR,Toledo,MAC,2017,10.77446557,0.175878718,,10.95034429
Luke Falk,QB,JR,Washington State,Pac-12,2016,11.25476712,-0.325713819,,10.9290533
Tre'Quan Smith,WR,JR,UCF,American,2017,,0.171552449,10.74176042,10.91331287
Curtis Samuel,RB,JR,Ohio State,Big Ten,2016,,4.238182752,6.672314657,10.91049741
Drew Lock,QB,JR,Missouri,SEC,2017,10.35664386,0.550854095,,10.90749796
Taylor Lamb,QB,SR,Appalachian State,Sun Belt,2017,7.899838508,2.960409585,,10.86024809
Matt Scott,QB,SR,Arizona,Pac-12,2012,8.511629844,2.34456486,,10.8561947
Jake Fromm,QB,FR,Georgia,SEC,2017,10.35169096,0.497036084,,10.84872704
Jordan White,WR,SR,Western Michigan,MAC,2011,0,0.141436798,10.69801192,10.83944872
Logan Woodside,QB,JR,Toledo,MAC,2016,11.01202366,-0.201880415,,10.81014325
Kenny Shaw,WR,SR,Florida State,ACC,2013,,,10.80956068,10.80956068
James Conner,RB,JR,Pittsburgh,ACC,2016,,7.818385851,2.972477731,10.79086358
Byron Marshall,RB,JR,Oregon,Pac-12,2014,,2.569997877,8.218610362,10.78860824
Kendall Hunter,RB,SR,Oklahoma State,Big 12,2010,,10.0038894,0.747846678,10.75173608
Joseph Randle,RB,JR,Oklahoma State,Big 12,2012,0.116895146,8.983430259,1.651275574,10.75160098
Zach Terrell,QB,SO,Western Michigan,MAC,2014,9.274062325,1.337639721,0.113131167,10.72483321
Alex Carder,QB,JR,Western Michigan,MAC,2011,9.292083454,1.414368014,,10.70645147
Jeremy McNichols,RB,JR,Boise State,Mountain West,2016,,7.976927466,2.69983804,10.67676551
Chris Polk,RB,JR,Washington,Pac-12,2011,,8.520324941,2.156331575,10.67665652
Seth Doege,QB,SR,Texas Tech,Big 12,2012,10.19006827,0.301676654,0.169119274,10.6608642
Marcus McMaryion,QB,SR,Fresno State,Mountain West,2018,9.202069285,1.437752973,,10.63982226
Shai Werts,QB,SO,Georgia Southern,Sun Belt,2018,5.233608498,5.401773621,,10.63538212
Jarvion Franklin,RB,JR,Western Michigan,MAC,2016,,8.277546293,2.34008402,10.61763031
Dak Prescott,QB,SR,Mississippi State,SEC,2015,8.096451982,2.514026524,,10.61047851
Elijah Hood,RB,SO,North Carolina,ACC,2015,,9.981163863,0.623880805,10.60504467
CeeDee Lamb,WR,JR,Oklahoma,Big 12,2019,,0.129227698,10.47370185,10.60292955
Ka'Deem Carey,RB,SO,Arizona,Pac-12,2012,,8.938074313,1.662354233,10.60042855
Jonathan Taylor,RB,FR,Wisconsin,Big Ten,2017,,9.94094329,0.655124773,10.59606806
Davante Adams,WR,SO,Fresno State,Mountain West,2013,,,10.58358624,10.58358624
Bishop Sankey,RB,JR,Washington,Pac-12,2013,,8.764541899,1.807833166,10.57237507
Taylor Lamb,QB,SO,Appalachian State,Sun Belt,2015,8.218695969,2.353031607,,10.57172758
Taylor Kelly,QB,SO,Arizona State,Pac-12,2012,7.952359182,2.609794531,,10.56215371
Denard Robinson,QB,SR,Michigan,Big Ten,2012,3.686303079,6.670915537,0.201608947,10.55882756
Austin Davis,QB,JR,Southern Miss,CUSA,2010,8.200619558,2.238362018,0.10470349,10.54368507
Cole McDonald,QB,JR,Hawaii,Mountain West,2019,8.823332003,1.718712235,,10.54204424
Jarred Craft,RB,JR,Louisiana Tech,CUSA,2016,,7.700734417,2.838562186,10.5392966
Scott Tolzien,QB,SR,Wisconsin,Big Ten,2010,10.74110541,-0.227280821,,10.51382459
Deandre Washington,RB,SR,Texas Tech,Big 12,2015,,8.053178445,2.459031981,10.51221043
Nathan Scheelhaase,QB,FR,Illinois,Big Ten,2010,5.867132288,4.46633679,0.172531195,10.50600027
Ryan Lindley,QB,JR,San Diego State,Mountain West,2010,10.66605403,-0.174500205,,10.49155383
Garrett Grayson,QB,JR,Colorado State,Mountain West,2013,9.925650276,0.611426418,-0.050129544,10.48694715
Brock Purdy,QB,SO,Iowa State,Big 12,2019,9.268635025,1.208939307,,10.47757433
Brent Stockstill,QB,SO,Middle Tennessee,CUSA,2016,9.196033949,1.291293407,-0.019910984,10.46741637
Kelvin Hopkins Jr,QB,JR,Army,Independent,2018,5.148460483,5.317683395,,10.46614388
Chad Spann,RB,SR,Northern Illinois,MAC,2010,,9.992781533,0.449531562,10.4423131
Ahmad Bradshaw,QB,SR,Army,Independent,2017,2.708849385,7.728504434,,10.43735382
Will Grier,QB,SR,West Virginia,Big 12,2018,10.94201725,-0.510040991,,10.43197626
Levi Lewis,QB,JR,Louisiana,Sun Belt,2019,9.345813208,1.073370408,,10.41918362
Jared Abbrederis,WR,SO,Wisconsin,Big Ten,2011,,0.525734119,9.891297263,10.41703138
Giovani Bernard,RB,SO,North Carolina,ACC,2012,,7.096213421,3.31481027,10.41102369
Mike Evans,WR,SO,Texas A&M,SEC,2013,,,10.39958225,10.39958225
De'Anthony Thomas,RB,FR,Oregon,Pac-12,2011,,4.418205947,5.972273742,10.39047969
Andre Williams,RB,SR,Boston College,ACC,2013,,10.3820342,,10.3820342
